id,sentence
28059,在北京时的食堂之一，也是在这里第一次尝到了茴香馅饺子，好吧，我功力不够，还是不能接受。这里的凉菜很多，凉菜配水饺再加碗热汤确实很惬意的一餐。我最爱的是青椒肉丝，凉拌的哦，很新鲜，青椒爽脆清甜，肉丝也入味，营养丰富还很健康呢。其他饺子就随便吃了，反正也就那几个品种。罗宋汤是每次比点，很实在的一大碗。还记得去年的十一月一号上海刚穿外套的时候就下大雪了。我和朋友坐在这家店里看着满天满街的白雪，再看看脚上的单鞋，觉得很恍惚。。。。
28070,晃到宽窄巷子，想找个酒吧坐坐，喝点小酒。。。\n知道宽窄巷子的白夜，挺出名，进去勒是一个小院，小院的左手边，有一个类似书吧的地方，我很喜欢，在这里有书架，放了很多旧书，还有些成套的。。小有感觉。。\n书架上放有围棋，和朋友在这里看了会儿书，再下了会儿五子棋，10点多满足的回家。。不错\n本人喜欢色、味俱佳的鸡尾酒，但是白夜的鸡尾酒就很一般了。。喝的玛格里特，蓝色的液体，杯子上还撒得有盐，应该是他们的特色，但是味道很奇怪。。。我是把盐全部擦掉喝的。。确实味道不怎地。。
28083,外面的阿姨特别热情 以走过去就一直招呼进去\n菜色还不少 不过特色菜基本上都是鱼类的 鱼做的还不错 不过那个油感觉不太好
28085,米线有8碟和16碟之分吧 上来很多小碗和一碗汤 刚开始不知道怎么吃 经服务员提醒才知道要趁汤烫赶紧把碟子里的东西都放进去 挺好玩的 米线也蛮有嚼劲的
28101,今日公司请吃饭去左呢度。觉得都是酱油鸡最好吃，好滑。叫左个面，好一般。可能临近过年人多啊，今日开始到年初七都唔可以打折，咩卡都唔打得。
28124,公司出差来北京的聚餐，就在国展旁边，所以很方便~\n味道嘛。。。就这样，没有什么特别记忆深刻的好像。\n也不记得点了什么菜。。。就是还是吃不惯辣啊。。。\n这里的霸王鸡，也就是口水鸡嘛，比辛香汇的辣多了啊。。。哎！
28139,朋友新都工作，带过来吃的。后来自己又带了N（N〉8)帮人过去。味道非常不错，对于我这个不太爱吃鱼、又十分挑剔的人，居然能爱上吃鱼都应当归功于森宏鱼庄哈。\n  花鲢做的非常的细嫩，但又有一丝嚼劲，而且不似一般用豆粉堆出来的嫩，这种恰到好处的手艺，绝对是超一流的做鱼高手。汤味有两种，泡菜鱼和红味鱼，相较而言，红味更为出彩，前味鲜香，后味醇厚，就我目前试过的鱼庄看，森宏基本是最顶尖的（无之一）。泡菜鱼的稍逊，但也能仅仅是相对红味的鱼而言。值得一提的是，这家店的家常炒菜水平也是一等一的好，传统的老味道。\n  环境也很不错，屋后边是一个大竹林，非常适合天气较热时坐在外面乘凉。\n  服务一般，主要是人比较多的原因。\n  还要去，必须的。
28151,下午茶时间去的，本来想有优惠，结果只有大中小才有，点的倒都是特，顶之类的，不过冲着好吃也无所谓价格了。感觉最好吃的还是虾饺吧，皮薄入味，相当不错。鱼片粥也不错，可惜当时没有趁热吃。乳鸽没有传说中那么好吃，叉烧包也一般，卖相还有点难看。不过有个西杏牛奶酥之类的还不错
28152,店面不大，环境一般，去了两楼，感觉没有一楼凉快。\n点了小盆骨头锅底28块。有四根骨头，肉满多的。\n饮料是酸梅汤，豆浆免费畅饮，味道还不错。\n蘸酱和碗筷4块钱，蘸酱自己配，不过二楼的东西没有一楼的多。\n点了些很大众化的东西，价钱都比较实惠。\n结账的时候用上次的收银条还能打85折。
28159,总体很好，我们去了三十多人刷夜聚会唱歌，音效场子都很赞，小吃我很喜欢，做的特有味，最后被我们折腾的和夜店似的，罪过啊。呵呵呵
28173,"手撕面包10块,真划算呀真划算.\n一个大大的,厚厚的,油超多的,奶味足的面包才10块,宜芝多的相类似口味的北海道香浓要22块来.这里的性价比真是超高."
28174,从外滩那边做了快一个小时的公交车过来，下车之后打车10块钱到门口，不打车据说走半个小时到不了，不方便，。门票真贵啊，160块钱，。早知道我不去了，还免得浪费我的时间和来回的打车钱.连黄牛票都没有
28200,好，还算不错，金太湖3楼，有靠窗的座位 。这种店面来么就是讲讲话的，感觉环境还不错，吃的东西么也还好，就是这个地方属于亮厅，不是很昏暗的那种茶馆，可能气氛不是很浓郁了。
28207,大胡同附近比较好的就餐选择，干净卫生，味道也不错，而且上菜速度很快。不过在高峰期的时候人有点多，找空位需要点时间
28216,有年代的老宾馆，透露着老上海的气质，餐厅服务员都是上海的阿姨牙叔。酒店房间很大，面朝花园，家具都是实木的很重很重，只是设施有些旧了，肯定没有新酒店好看。喜欢怀旧的童鞋可以去住住！
28253,上次去发现换了新菜单了，加了新菜，取消了一些菜，价格也比原来贵，原来价格和外婆家差不多，现在开始拉开距离了，量也开始变少了，凉菜里那个炸过的青豆很好吃。面包诱惑这种指福门也开始出了。
28271,还不错，师傅挺认真的。2个小时不到吧，按的技巧的话有区别的，有的技师按的好！要记住他们的号码。脖子很酸啥，还是可以考虑去泡泡的。
28273,这家店店标很可爱.刚开始要去吃饭路过这家店.看见可爱的店标瞟了一眼.还挺多人买.因为之前在香港吃过这玩意.没什么好印象所以没停就过去了.后来吃完饭回来又路过发现怎么还有好几个人排队买呢.好奇心导致.来个饭后甜点吧就当.于是要了一份巧克力的.熟的还真是慢呢..等了好几分钟才出锅.拿出来尝了一口.哇塞..很不错的感觉.至少是我喜欢的口味.脆的地方很脆软的地方很软.巧克力要是再多点就更完美啦~~.\n因为是刚吃饱饭就买来吃.觉得那东西还真是实惠.怎么吃还都没吃完.不过味道真的不错.尤其是刚出锅的时候.后来有点凉了就没那么好吃了~~.之后再路过还要买来吃~~
28288,中午无食饭，又系去下午茶，食到五点几叫多个意粉，抵埋晚餐！两个下午茶套餐，乜海中包，好奇怪的酱，系得外面层芝士好d，里面d海鲜好差，d鱿鱼好林！个鸡翼仲系一贯水平咯！冻柠檬茶同冻奶茶，续左两次，一人饮左3杯！最后叫左个新菜单的车打芝士香肠意粉，ok，芝士味算足，香肠都唔少！但系呢间野长期n多人等位，仲排队！
28292,如果要选择一个吃火锅的地方，我不会选8号苑\n因为菜色太普通，很一般\n但是如果要找一个三五好友怀旧热络的地方，我一定会带他们去\n在这边吃的是氛围，和好友一起怀念童年\n整个餐厅坏境布置的很有特色，有点风波庄的味道咯，处处可以看见小时候玩的游戏，看的卡通\n参加大联欢要提前预约，还要带上身份证，所有串子是5毛钱，听说年后可能会长成6毛，锅底普通的都是38，筒子骨锅底是68，其实点普通的就不错咯，辣味还是蛮有特色的\n四个人一共吃了213，最后浪费了一点，所以人均50就能吃很好了
28293,家里老爸老妈不高兴烧菜的时候出来吃这里就是首选\n家常小吃的风格，生煎小馄饨很好吃！！！！小馄饨肉足汤鲜\n面点的品种很多，价格也很实惠，一些沙锅也量很足，不错\n它家的熟菜也买的比较多，烤鱿鱼很好吃，糖醋小排有点硬，但很上海的味道
28322,6月26日，江桥新开的sasa，好像商品比刚来上海的时候丰富很多。有些外面买不到的东西。现在超过80元打折。买了两瓶指甲油55元。一瓶35元，suki的。颜色很漂亮。
28324,老朋友聚聚就选了他家，点了壶茶，吃吃干果，聊聊天，饿了可以吃的垫饱肚子的点心，我们打了几小时的自动麻将，总体还行
28357,去超市就去这家，不知道为什么就往这家跑！或许是习惯了？就是收银柜台能不不能再多点，一到节日这个排队没有耐心呢！
28392,以前记得这是家大牌档的粥铺。\n装修之后改成西餐啦。\n看来真是后知后觉。\n只是过来喝了两杯奶茶。\n珍珠真是很一般。又硬。\n奶茶的杯子也不大个。挺少的量。
28397,看到地铁站有打折的广告才去的，去了才发现是以儿童体验中心为主的场所！！二楼是活动中心，一层有卖服装的和餐厅，人很少，店里的款式也不是很新！！地下有家大超市，糕点区的面包看上去很有诱惑！！
28406,对于我这种喜欢大口吃肉和喜欢重口味的人来说这里确实不咋地，没KFC的辣汉堡好吃，不过比较健康拉！可以根据自己喜欢的选择蔬菜和酱料！非油炸！
28420,满怀期待被请客'结果和朋友说的一样'贵还一般'我受不了鸭皮'''热油哗的一下往嘴里淌'烤鸭还可以'但是就单纯吃烤鸭我也不会过来吃'大牌果然卖招牌'而且人好少哦
28432,这家店开了N多年了。他家的生煎真是不错的，虽然不能和小杨比，但性价比已经算高的了。老公很喜欢在他家吃面啊什么的，他觉得味道老好的。随便吃吃真的是满实惠的。
28434,看了DP来的，周五的晚上大概7点左右，开车在胡同里绕了好久好久~~汗，因为有些胡同是单行，而且根本没有地方停车~~开进去，出来可就困难了！劝大家把车停到对面的停车场吧~~\n  \n  小院很好找，进了柴棒胡同不远，右手边有个红色的小门，进来就是了，门口没有招牌~~\n  由于来的时候正赶上饭点，所以要等位。我和朋友大概等了十几分钟吧，还和热情的老板聊了几句~\n  感觉挺新奇的，院子不大，两边有两个所谓的小包间，大概可以容纳8人左右。中间院子里摆放着长条的木制桌椅，客人来了，先上袖珍的茶具，还有云南的普洱，可以边喝茶边吃饭~~\n  餐100元/位，不含饮料和酒水~基本上以各式丸子为主还有些可以涮的青菜和菌类。随点随上，每份量都不大，可以吃很多种~~\n  感觉就像在家里的小院吃饭一样，很随意，服务的大姐们也很亲切~~呵呵 挺好玩的~~~
28462,同事请我和LG吃饭，她是湖南人，所以选了这家店！就在食街的路口，还算好找！环境还行！中午人并不是很多！我们三人点了毛氏红烧肉，鳝鱼炒蛋，剁椒鱼头，红菜苔，酱油炒饭！味道都很好，红烧肉吃起来不会很腻，肉做得挺烂但又不会丧失口感，味道也不错！LG一个人就吃了六块！晕！酱油炒饭看起来挺香，好像颜色很深，但吃起来又不会很咸；剁椒鱼头一盘两吃，一半辣一半清蒸，味道都很新鲜！\n 我们三个人就点了五个菜，其中有一大半是我和LG吃的！人家请客，我们却是吃的比人家还多，真是不好意思啊！哈哈！不过是真的味道好嘛！价钱应该也还算公道吧！下次我和LG也会再来尝尝的！也会推荐给湖南的朋友！因为我觉得他家的菜要比同*会的好吃！虽然我不是湖南人！
28473,肉的口感不错，东西不错，很新鲜，价格也很不错，比一般的贵多了，环境很好，服务也不错，停车有点困难，不过可以停到对面的鹏天阁。
28480,东西包装很精致，买了蜜豆酸奶，是在酸奶上加了厚厚的蜜豆，布丁上加了巧克力酱，但是等吃的时候已经和布丁混合稀释啦，但是也很好吃！老板很亲切还给了兑换票，
28505,上上次友人生日的时候，偶买了个眼影盒给她，正好是新品，颜色我蛮喜欢的，是很淡的带点粉和亮光的颜色。但友人收到后觉得淡了点，涂在眼睛上和肤色蛮吻合的，可能是新品的关系价格微贵，但偶还是买了，，要送人嘛没办法，后来上次偶的友人生日，偶叫朋友从香港带了款他家COCO的香水，老实讲，偶觉得太香了。。。但偶友人非常稀饭。而且价格要比上海的便宜将近3/1啊~~~有种被宰的味道~~~不过他家的东西还是比较不错的，包装各方面都可以，稀饭他家的眼影颜色。。。。
28519,去成都不会错过的地方，相当于上海的城隍庙、北京的王府井。\n建筑都是古色古香的，好多传统的手工艺，比如皮影戏、糖人、编织……民俗风情浓郁。还有许多四川小吃，不过听四川分公司同事说，锦里的小吃不怎么正宗唉。只是吃个新鲜，凑个热闹，也不错啊。\n点缀其中的茶馆好多，成都人真是爱喝茶啊，我们也入乡随俗地喝了盖碗茶。
28545,我们通常都是两个人到三个人一起去，所以等位子的概率就更大了。若是一个人，那就几乎不用等位子了。我太喜欢呷哺呷哺了，因为我觉得这是性价比很高的一个火锅店，周围的朋友都喜欢他们家的麻将，可以无限要，这个麻将小料很重要，因为菜菜和肉肉哪哪都是一样的味道，但是呷哺就赢在了它的麻将小料上，不仅味道好吃，而且4元无限包。爱死麻将小料了，每次都吃的饱饱的，特别满足。每个人各点一份羊肉套餐或者肥牛套餐，不够的话再单点，通常都很够吃，每次拉面都实在是吃不下了。一提到“呷哺”，我就口水直流。
28548,同学聚餐去的，地点不错，菜还可以，性价比比较高，就是环境稍差，开了很多年的一个店了吧，有个炭烧猪颈肉挺好吃的，干煸茶树菇也不错
28552,团队活动老板请客去大吃了一顿。走进去环境不错，可惜我们是大包间，看不到外面的景色。\n味道还可以，量很足。烤布丁很好吃。刺身质量还可以，服务不错。\n对于陆家嘴这样的环境，这样的价位还算可以
28562,朋友信佛，陪她专门来过几次，来的信徒很多，里面烟雾缭绕，都是在上香的，都很虔诚的。这是闹市中的一块净土。我也静心闭眼沉思。
28605,算是很实惠且很有上海风情的小店，口味还行，很有上海特色，在那里用餐的好像也都是上海本地人，服务还是不错的，尤其有一位中年大叔，很及时的清理台面，也帮忙催促餐点。在周末的午后，在这样的小店吃顿午饭，颇能感受上海的那种市民生活。
28610,用了优惠券去得，就在梅地亚大厦里面，招牌很明显，里面的环境布置很优雅，选了靠窗的座位，看着外面车水马龙的，很热闹屋里还是很清净，蔡菜的味道很不错，我比较喜欢，比较清淡不是很油腻，服务很热情。
28614,高中同学结婚在那办的酒，在无锡的星级酒店里属于比较有档次的，装修很气派，适合婚宴和宴请，口味也适中，价格稍贵点
28617,昨天去双季买了一些热带鱼，包括两条潜水艇。不买不知道，一买吓一跳，当我提着热带鱼回到车上，车子开动不久，就见潜水艇搭的一口，搭的一口，还没到家10条红绿灯就被咬死了。怪不得，老板游说我要多买点红绿灯。想想老板也应该知道潜水艇的习性：对地盘的重视度，它们是不可以放在一起养的。做老板应该告知一下。从这小事也可以看出，老板为人不怎样。这个摊位是位于双季花苑在杨高南路上进门口对着的那家店铺（进水族馆那个门，杨高路上的）。郁闷
28648,经常去吃的烧烤摊，老板负责烧烤，老娘负责麻辣烫，都是四川人，这两口子我认识有6、7年了吧，生意倒是一直不错的，下班后会经常去吃点东西，点上几个烤肉，在来碗麻辣烫，经济实惠嘛
28660,"很晚经过这里，就要打烊的样子,试了鲜肉云吞面，面、云吞还可以，就是汤没有味。最不可理解的，就是做一碗面，居然用了7、8分钟，是吃了这么多不同店铺的云吞面出品最慢的一间，还要只是我一个客，平常不知如何应付呢。"
28663,今天去朝阳大悦城，看见天多小火锅做活动，全场6.9折（含酒水），从3.25——3.31。\n我和同事就在它家吃的午餐，没想到底料2元，是自助的，还有五种水果也可以随便吃。菠萝、苹果、圣女果、西瓜、哈密瓜，质量都不错。\n现金消费满30元赠送优惠券一组：\n1、5.9折午餐券二张；\n2、7.9折优惠券二张；\n3、羊肉买一送一，一张。\n我们两人花了三十几元，都撑得不行了。
28666,哈我又是第一个！这家银行说实在印象真不好，装修设施都不错，都齐全，就是这服务有点跟不上去啊！人比较多，等候时间长，我觉得和业务素质和水平都有关系。尤其是3号窗口那个一般负责交银理财用户的那个人，戴眼镜的女性，我找她办一次业务，她就出错一次，每次都是“不好意思我理解错了”，就是她，造成交银理财用户有时还不如普通用户流动的快！
28671,第一印象：量多；有喜欢的各类菇，还有肥牛；\n第二印象：价格比较适中，相对较便宜；\n中午在大食代等着吃寿喜的人可真是多呀，唯一的缺点就是需要排队等很久，连续去了三次，每次都等了差不多15分钟。\n好不容易拿到热气腾腾的饭饭后，又为找位子而发愁。\n不过在将食物送进嘴后，之前的不满都被美味化解了，味道相当浓愈。推荐~推荐~\n还有个优点：可以刷索迪斯卡哦~
28706,基本上都系做街坊生意，晚饭时间经常见到人地一家大细咁食饭噶，而且通常夜晚都有两轮，平时系基本唔使等位，担心节假日就最好提前订位，好多熟客都系有你无你先订位。甘就有备无患了嘛。虽然有两层楼，其实房间好细而且好吵。\n我觉得距价钱其实唔算便，仲加佐价添。地道顺德风味馆，野食偏咸偏辣。最中意噶系沙姜鸡同水蛇粥（分量越来越细）
28717,昨天第一次去，点了一个肥牛套餐还行，朋友点的鸡柳饭就太差了，其他的没试，感觉和真功夫的装修、经营一样，价钱也基本一样贵。
28719,几次从从路过却要填一下肚子的时候，会下去买点吃的。那里不太排长队，天气好的时候，还有露天座位可以坐坐。店员的服务态度也很不错。
28726,我有两个朋友巨能吃，每次我们一起吃饭带上他们两个，简直就\n没我们饭吃，所以我们就来这儿，他们想吃多少吃多少，这里东西种类很多，味道也好
28734,存在于家门口很多年了，第一次在这儿吃巴贝拉。物美价廉，味儿跟必胜客差不多，不过这次没吃批萨。吃的意面，沙拉，汤，鸡块儿，还有什么忘了。第一次用了一层打的维络城优惠券，真是太亏了，8块钱换购那个肠，整个就是6片粉肠。绝不使了。\n不喜欢商场里的餐饮店，太吵，说会儿话都听不清楚。\n还忘了这儿也能积分，不过这个积分系数实在是太低了。
28748,经常路过黄桦路，每天下午五点打折，之前总有人在门边等。鲜奶小方的确不过，别的打完折也蛮划算，就是下午五点前有的已经卖光了。
28756,新开的公园，环境不错，门票50元/人。\n市区开过去路线还算简单，不难开，呵呵。\n有两个停车场，场地挺大的，停车费小车10元畅停。\n公园内有真人CS ← 还没开放；\n有湿地 ← 在建\n进园可以租借自行车，现在可以和他们商量，超过三小时按照三小时收费，前提是4点半前还车。公园面积很大，非常有必要租辆车代步。\n烧烤区非常专业，有专人帮忙放碳生火。\n需要有“开炉费”，我们自己有带烧烤食材，选择了最低消费120元的套餐。\n草坪非常多，可以泊车休息，躺在草地仰望蓝天，真的放松惬意。\n园内骑马分为大圈（30元/圈）和小圈（10元/圈），云南旅游有过骑马上山，这里就不感兴趣咧。\n卡丁车800米的赛道，只是听闻最高速度20码，打消了上车的冲动。\n游乐场项目不算多，碰碰车还是激发了一帮子老小孩的热情，3场共12分钟，碰了个爽。\n公园内还有盆景区和石头陈列馆，因为时间关系只去了石头陈列馆，里面都是些奇石异石，美轮美奂，值得一去。
28763,价格挺便宜的，羊肉12，肥牛9块，饮料买一送一，他家牛舌不错，羊肉有些膻。虾滑不好，没有小肥羊的虾滑好吃，如果只吃特价牛羊肉的话，还是很值得。
28782,最近才上点评网 几个月前 前来这家店宴请朋友 好像是158的自助 连最起码的梅子酒都没有 反正这家店我是不会再去了 很失望
28790,和朋友逛街，中午了就顺便去那里吃了。地方还是挺好找的，没怎么排队就到我们了。。总体感觉还可以。。口感也不错，鸭子挺大的。。。没吃完。。。强烈推荐那个酸萝卜啊。。。很赞！
28809,一家环境不怎么样的大排档，但服务却相当好\n我等位等左好耐，都系想食佢噶椰青粥水底火锅\n要左两斤蟾蜍，一斤黄牛肉，仲有炒牛河\n味道就一般般啦，价格好抵咯，建议黎试18式蟾蜍
28810,朋友为了庆祝顺利通过CFA考试，特地请我们在这儿搓了一顿，看到大众点评上头的介绍寻来的，感觉味道很不错，服务态度也好，火龙果猪颈肉，干炒牛河，蟹粉豆腐羹是我们几个都爱吃的哈，只是我来晚了，不知道朋友点了什么菜，只知道吃哈，以至于现在只能毛估估了
28814,陷料足\n外皮比较酥脆\n品种也不少\n价格不贵\n最喜欢吃照烧鸡腿的\n其他的感觉一般\n但门脸儿不大，很好找\n生意挺火，晚上买还得排队
28830,喜欢大圆碗的排骨饭，怎么就那么好吃呢。鸡腿饭还有牛腩饭马马虎虎。红豆粥也挺好喝的。若果叫外卖会给一大把一次性勺子，很好。
28832,已经落伍的一家店了 软硬件条件以及最重要的服务意识 没多大竞争力 其实地点还算有些优势 和朋友都不太再会有强烈愿望来这家店了
28844,每次去都是吃的老鸭汤，其他的也没有点什么……\n老鸭汤味道还是可以，不过前段时间去的时候小份的里面鸭子明显减少了\n蘸碟的味道说实话真不怎么样，要香辣碟的话最好把里面的油逼出来再蘸药好一点\n肥牛点过一个，和外面的肥牛吃起来不一样，有点老\n飞饼做的还可以
28850,首先想说十全街上能吃的饭店越来越少了，这家还算凑合。\n两个人去，其中我是头一回，\n一个冷菜：鸡丝凉皮；\n四个热菜：菠萝油条虾，三杯鸡，上汤西兰花，还有一个印象不深忘记了；\n外加一个番茄牛肉汤。\n原本以为比较清淡的伙食，结果发现也是浓油赤酱，\n菠萝油条虾和三杯鸡味道尚可，其他都太咸了，\n番茄牛肉汤极不喜欢，里面加入了太多的大葱，味道简直像新疆餐厅里一般。\n沙冰还不错，分量也很大。\n适合情侣朋友小聚。
28855,"中午大概12点的时候去的，店里的人坐的满满的，好不容易找到了2个人的位置，而且是和别人合用的4人座。我们准备点单的时候，不愉快的事发生了。我以为服务员会把菜单给我，谁知道跟我讲，让我出去等，我说凭什么？我先来的。因为又来了4个客人，要坐一起，就做我们隔壁，因为隔壁只有1个桌子，不由分说的就把我面前的桌子拉到隔壁去了。我一下就火大了。态度也很差，后来找店长投诉。才解决这个问题。后来点的煎饺,有股怪味,还很湿,不好吃,反正以后是不会再去了"
28918,我牙齿不好所以一直去对面的牙防所看牙，牙医建议我试试抗过敏的牙膏，不高兴去欧尚，这里近就过来看看，买了好几次了，价格比欧尚的便宜，但是上个礼拜发生的事让我有点不爽。\n先是进门要把包套在他们的环保袋里，有上锁，等结账的时候开。\n看到某牌子的抗过敏牙膏，买2支有赠品，送玻璃碗5件套，我本来就是要用的，那就多买一支，上面写着赠品柜台拿，我以为是楼下的服务台，就买单了，跑到服务台说哪里买的哪里拿，让我再上去问。\n我只好再跑到楼上，又要把我的包装进环保袋，我说我不买东西，他说不要紧，不管你哪个出口出去，都有人帮你开的。因为牙膏附近有个化妆品的收银员，问了她说不知道。。。我只能随便找了个促销员问，这个人倒蛮好的，帮我找到了牙膏的促销员，瞄了眼单子就给了我赠品。\n问题出来了，因为我之前买过单了，所以是从非购物通道出去，一手抱着赠品，一手拎着环保袋，警报响了（其实是环保袋的原因）所以我被扣下来了，问我赠品怎么回事，但是因为单子上没有写“赠品已拿”，所以根本说不清，他们要找负责人核对，我说那你先帮我把包开了，他们说不负责，一定要去收银处开，我只好通过警报器再进去，警报又一次响了，短短几分钟，被人侧目2次。。。\n我其实不爽的是这个环保包，又不是每个人进去都一定会买东西出来，难道就一定要去收银处开包么，你们那么喜欢听警报声么？？！！在非购物通道，配一个开包器有多难？？
28937,刚刚开没多久，生意从很差到开始有人慕名而来，我觉得主要是老板很和善，态度很好。\n点一份寿司现在送汤或者色拉，点满50还可以送海藻。现在还有盖浇饭。\n寿司的名字都起的满有创意的呢。\n式过一个龙（三文鱼的）还有一个28元的忘记了，名字反正也挺豪迈的。\n一般价各在18～30元之间拉（8个）还好，味道倒没有特别难忘的，店也小小的，但是亲和的态度让人觉得光顾很愉快。
28943,我们一起来登高，哈哈，够高，风景当然就是不错了，自助餐我觉得哪里也差不了多少，这里种类也不是最多的，出品不合口味，主要是环境，来吃环境的
28950,中午同事请客，一共6个人。2人点面，点面的话可以优惠买小食。我点了新品铁板肥牛炒饭，味道很好，牛肉很入味。同事点了新品菠萝牛肉窜，牛肉老的不行，都吐了。
28971,就在滨江购物广场的旁边，每次逛滨江和凯旋门的时候会顺道逛一下，连吃点东西。这条街挺短的，不过倒是汇集了不少西餐馆，有快餐类型的像赛百味，也有很正宗的西餐馆。经常吃的还是赛百味，经济实惠也好吃。
28987,环境很不错 不太好找 很幽静 菜品一般吧 菠萝饭有点硬 榴莲酥的馅很足 榴莲味不重 牛仔骨还可以 服务也不错 叫就来 不叫就边上候着 晚上有唱歌滴帅锅
29005,"地理位置很好,在中环118广场对面,店铺环境很不错,三楼是大厅,四楼是包房.\n酸汤乌江鱼很不错,鱼很新鲜,口味适中.不过最后感觉还是有点小贵,偶尔去约会下不错"
29008,去的比较多了，环境还可以，就是外面有人会吸烟的确受不了\n里面的小阁楼是无烟区，但是相对感觉还是太狭小了，有点闷闷的，不是很舒服。\n墙上有很多画，还是很有意思的。\n老板是个画家，也很有文艺范儿。\n恩总体还可以，就是去多了咖啡厅之后，觉得这家的装修环境还是有改善的潜力
29026,那天因为是一大早跟朋友约好的关系，但由于我先到了，百无聊赖的先逛着了，然后也不知怎么地，就逛到了原味坊，闻到了很香的咖啡味，然后看到几个外国人从里面出来，我心里想应该差不了吧！进去转了一圈，首先感觉这店的布置还不错，很有国外街头咖啡的感觉，因为比较早，员工还在往货架上上面包，所以我就看看喝的，突然“买第二杯半价”出现在我眼前，哈哈，可能女生对打折有着天生的敏感吧，于是在占小便宜的心理作用下，买了2被指定咖啡，好在味道不差，要不然就要骂自己贪小便宜了，哈哈！后来朋友说味道也不错...下次来的话，一定尝一下他家的面包，看着下面大家的好评，心里也痒痒滴了！吼吼.......
29030,吃的是牛腩炒饭~味道还一般，但是同学的感觉就偏咸了~总体来说，反正对中饭快餐要求不要太高，这家味道偏咸，一份老鸭粉丝汤十五~
29034,正好現在上班在那邊- -中飯就在那邊打發打發咯。。。這個服務太態真是不敢恭維了。。。不過算了。。。客人多 服務員少 也就這個樣了啦 只吃了一次。。。下次再去吃吃。。。小籠還可以啦，，，湯就表去吃了 實在是不靈 雖然是便宜但太難吃類。。。。。。下次吃小餛飩幫拌面。。。
29035,朝外soho真是太冷落了，不过喜欢清静的再合适不过了，本来是奔另一家去的~结果周末不开门~可见人气惨淡。。。于是转战于此，吃的感觉一般般~不过主要目的是聊天玩牌~哈哈~人少就是好啊~成专场了~感觉不错
29052,生日选择去的，虽然天气不好，但是走到露台看的时候，让我觉得值回票价。景色是无敌的。\n食物在中午的价格是比较合理的，就是150-200元就可以了，有些人是一个人来的工作午餐。我觉得对于这个价格，绝对值得。食物的量很足。\n顺便说一下，有个上海女服务生，有点胖胖的（别生气哦）。知道我生日还专门用巧克力标边写上HAPPY BIRTHDAY。 好感动。下次一定再去那里如果请人话。
29068,地中海菜，比较爽口 粗放，应该属于随便吃吃类。地方设计的不错，晴天去会觉得很出彩。可以见到很多老面孔，bistrow的领班wagas的厨师etc 澳戆大举倾入上海……
29077,这是在杭州的最后一顿早饭，这几天属于吃了上顿没下顿那种，所以好不容易逮着能坐下吃顿踏实饭的机会我都会吃巨多东西，我要了2个包子一个鸡蛋饼一碗皮蛋瘦肉粥，哇咔咔，挺满足的，美中不足的就是苍蝇多点儿，东西都挺好吃的~
29092,一个人吃饭，非常的不推荐，因为太贵了。随便点了一点，要了我30几块钱，牛肉的味道不错，但是好少，其他一般，感觉太辣了，失策的是没有弄一瓶饮料，以后人多可以考虑，估计人均也不便宜。
29107,发现a里越来越被大众熟知了。铺天盖地的广告。现在买蛋糕头一个就想到a里，中秋节的月饼也都是a里的。味道却是还不错，蛋糕没有那种劣质奶油的味道，也不会甜到腻人。
29120,环境“很有特色”，但是对于偶来说只是好玩，其他就没有了。我对“解放区”这个称呼记忆深刻。\n菜，我喜欢吃酱椒鱼头。。辣的很过瘾。。
29130,相对于附近几家，这家比较偏贵一点，68一个人。我就没想通，没有自助餐，也没什么吃的，洗碗澡很饿。喝的也是，要什么没什么，只有一般的饮料。房间不是很好。浴池的环境还好吧。还有花草类泡澡助浴
29131,来逛逛沙发和衣柜，只逛了第一层，还真不小，品牌很多，看上了一套沙发五千多，还看上了一组国安佳美的衣柜也是五千多，不过都要等到二月才有货了，因为工厂春节都放假了。PS国安佳美的导购妹妹真骚~
29143,跟老爸老妈一起去的，点了一个特制的供3到5人果木牛排的牛排。味道很好，是烹调好端到桌子上才分盘的。除了黑胡椒汁不错以外，我点了一个蒜茸的酱汁味道也很不错，里面貌似豪放了不少的奶酪（我的大爱）。海鲜炒饭一直没有吃，不过老妈点的味增汤貌似不如正宗的日本料理店里面的做的地道，不过点了一份意大利面味道倒是很是巴适呢。店里面的免费面包也很好吃，法式土司的料很足，炸的火候也刚刚好，很好吃。每次都会拿上很多次，还有免费的水果，西瓜，哈密瓜和小番茄都很诱人呢呵呵。还有一次跟男友去的，他点的黑胡椒牛排味道很正宗，也推荐一下哈哈。
29162,又是中午一小餐，从临港考试回来，其他2位饿得帮疯子一样，我却没什么味口。\n要了一份汉堡咖喱饭，吃口一如既往。\n不过今天的2辛，居然让我辣出了汗。
