sentence,label
大牌聚集地，很少去消费，商务采购时去过，还有就是化妆品柜台可以光顾。在里面的Tiffany专柜买过一个钥匙扣，好像Tiffany在天津就这么一家店。,1
手工制作的巧克力 味道还行 我感觉这类店都差不太多 味道不错 差不多都买过来了 还是觉得 黑巧不错 其中比较喜欢 85%的 对了 还有黑松路 比有些地方好 很喜欢~ 地方很小..老板人很好 很耐心的讲解 并且很有耐心的等我挑选~,1
竟然甘多人吃啊，要排队啊！ 上次吃过之后，见到它我唔行果边啊！ 一入去唔知道有阵咩怪味，应该是D好臭的油益味~~~ 跟住入边好闷的，没咩空调，但选择的也唔多，而且唔新鲜啦~~~ 唔好去啊，真是难吃！,0
突然好想吃刺身，当然系选择八千代啦！份量够，无短斤少两，新鲜，就系酱油无咩味，得个咸，但68一斤真系算几平了。仲要左一份北极贝58蚊得9件，吾算大，个人感觉吾系好划算。泡菜只有菜梗，一块菜叶都无，真系奇怪D叶去晒边呢，味道就几好既！七点后停车4蚊一个钟，用左停车票后只要补一蚊就得啦！,1
性价比一般，而且没有两年前好了。联合广场二楼三楼的商家性价比都不高，都差不多………………………………………………,0
还在后面几期的开发中 但是基本上成型了 电影院 超市 服饰餐饮 感觉风格有点向万达靠拢 每个月不定期的在周末会举办一些活动 有时候是特色地方小吃节 有时候是庙会一样的活动 总之感觉这个地方办得有声有色的 挺不错,1
去年夏天第一次和家人一起去哪里逛，因家人手里拿着饮料进去的，结果被哪里的导购给哄了出去。当时就一个感觉这里的人实在是太牛了，逛店时的感觉立即就淡化了，一直都一年多了一直不曾再次踏入。后一打听，原来这是家日资店。 今天在次进入，发现这里不想外边看的人少，连试衣间哪里都有导购负责，呵呵，日资的店，本人实在是消受不起。还是就这一回吧,0
高中时候吃午饭的常去场所之一，记忆中香得不得了。 可是今天去了特区报社大厦后面那间吃了尖椒芹菜牛肉饭，卤肉粉和其他几样，完全失望。。。。 什么都褪色了。 嘉旺、桂林米粉、湘粉人家。。。。 唉,1
24小时的，大晚上唱完歌出来吃烧烤，吃完烧烤过来的。。。 价格不高，盒饭便当之类的一般10都可以搞定。。。 一直以为台湾得就贵，其实这个就能看出来。。。 白天来的时候有时候还要排队，但是结账很快得，佩服服务员的速度。。。,0
新安的德克士一直是优惠券宣传攻势！食物味道上不如肯德基和麦当劳，但是优惠多，价格便宜是优势~鸡肉饭类的味道还不错~ 店内环境还行~不过服务员不太够，点餐配餐有些慢（是不是都出去发优惠券了囧） 任意消费+1元，可得vip卡，打8折~有效期到2010年底~,0
动作很慢...再加上服务员态度不怎么的.. 还好饭比较好吃... 石锅牛肉拌饭...虽然是韩国人的东西 但我觉得比韩国店的好吃 手工饺子味道很好... 面...好像口味都差不多...就是配料不一样而已...,1
就是之前的香辣汇重新装修了一下，环境比以前明亮了些，不像以前那么暗了。跟同事去吃了一次，菜在以前香辣汇的基础上又增加些本帮菜，菜式比之前多了些，口味还可以，价格比较便宜，量也比较足，性价比蛮高的！不过现在人气不是很足，环境不是很喧闹！,0
昨天去吃了这家店，本来也是无意中去的，点了有十几个菜，印象比较深的是清蒸多宝鱼、辣酒煮肥牛，味道都很不错，然后素菜做的比较一般，荤菜似乎都还可以。 服务不错，都还比较热情周到，态度很好 吃的还是比较满意的,1
昨天为了感谢朋友，我说下班请他们吃饭 讨论了半天我们决定到呱呱叫去吃干锅 一进就点了一干锅虾 速度还是蛮快的，一会就上了 朋友先尝了一口。啊……太没味道了 我也接着尝了一下。连忙让服务员快拿点盐过来 最后点了些涮菜，唉，半天都没上啊。是那个急啊 主要是我请客啊，太没面子咯 这以后还咋会过去啊 还好里面的服务是唯一可取的吧！,0
环境还行，就在金鸡湖边，消费还可以接受，点歌系统不太好，而且歌曲新歌不太多，歌曲相对来讲就比较少，总体来讲还不错,0
就在我家后面，经常去。服务还可以，晚上服务差点。推荐菜:土豆烧牛肉，酱爆鸡丁，铁板酱烧茄子，豆角炒烙饼。,1
这家店已经开了很多年了，最出名的就是他家的酱鸭头了，确实很好吃，很入味，谁让南京人爱吃鸭子呢，其他的菜一般吧，没有什么印象了，价钱又点贵,0
主食吃年糕和泡菜汤就好 那个什么玉米饼还是鸡蛋饼吧 味道一般 分量也很少 烤肉很好吃 来个套餐 足够2-3个人吃 这里强烈推荐鳗鱼啊 烤了鳗鱼真好吃 油而不腻,1
我觉得咯一哥猪扒饭好好吃啊，有一次系屋企肚饿，然之后又唔知叫乜外卖好，就叫大家乐，点知距又送喔，咁我又叫一哥猪扒饭吃咯，D饭有好多番茄汁架，块猪扒又大又松软，超好味。,0
环境很好 明朗大气 是中八楼开到青岛来的 所以菜品也一模一样 味道基本没差别 所以水准是在的 推荐菜品同中八楼 这次倒是尝了之前没吃过的 一个小坛子里面放的酸菜跟米线 味道不错,0
本来是要买小杨生煎的，结果在装修，无奈转了一圈，发现这家有锅贴，就打算买一份回去，配麻辣香锅吃。 总体说锅贴的味道很不错，皮很薄，里面馅料也不错，有充足的汤汁。 看了一些朋友的评价，说这里的锅贴冷的很不好吃。可能我买的是新出锅的原因吧。我去的时候一个客人都没有，我买了单，那个收钱的阿姨要我等十分钟来拿。结果过了十分钟我去，还是没做好。又过了五分钟才做好，不过是刚出锅的，味道还不错。,0
情人节的时候经过，正好遇到做活动，其实平日经过早就想吃了，于是买了一个草莓一个巧克力的，味道和口感都一般，不如在日本吃得茶果子，不过混合莓玛奇朵很好吃耶，主要是喜欢上面脆脆的蛋糕，以后肯定会买各种玛奇朵当早饭,1
很好很强大。一般学生吃不起，当然家底足的除外。服务员一个个很高，但是长的不怎么样。估摸着开在南财门口吸引的各位领导同志吧,1
上学的时候每周必去一趟家乐福 一兜一兜的吃的往家拎 现在是单位发卡的话才去 单位发哪的卡我就去哪 哈哈 前阵刚发完家乐福的卡 正好赶上现在有活动 满500立减100 不过好多商品不参加活动的 比如二楼的东西还有油 即使这样 人也是嗷嗷的多 有些货架都空了。。。 那阵势都跟不要钱的似的 排队结账就排了半个多小时。。。 反正总体说来吧 去那买些吃的和日用品还是比较值的 像家居用品什么的就太不值了,0
琉璃厂很出名的啊，知道以前人淘古玩什么的都是来这里。可惜不懂这些，虽然去过两次但是也没看出这里有什么与众不同的，空手来空手回的。不过还是挺喜欢这里的韵味的。,1
之所以环境给0分，我们的包房旁边就是厕所，开吃还没多久就有持续不断的臭味飘来，我那天还处于重感冒阶段。还有上菜速度那叫一个慢哟，给出的理由是晚上有婚宴，厨房忙不过来，菜就不多说了，怪自己没点好，味道都不咋滴，还精菜坊呢,0
是北京最古老的名刹，唐时为悯忠寺，清 法源寺雍正时重修并改为今名，1965年在寺内成立中国佛学院、1980年又于寺内建立中国佛教图书文物馆，是中国佛教协会所属的宗教类博物馆。 寺内花木繁多，初以海棠闻名，今以丁香著称，至今全寺丁香成林，花开时节，香飘数里，为京城艳丽胜景。 京城市区难得有这么一个晨钟暮鼓的清闲之地。,1
最爱它家的 拉面！拉面的汤超级好喝！还有大拌菜（15元）也不错！每次的必点！环境还好！就是串串有些微贵！3元/串！拉面有大小碗！这里还有单独的小包间！还有盖饭什么的！我觉得还是去吃拉面比较值！补充一点！要是饭点去串串可能等的时间会很长！总体说还是不错的！,1
去乐购买东西的时候经常去吃，他家的双拼挺好的，看着干净，味道也的确不错，就是人多了点，看着真是快餐呀，吃完了就点走，没有的时候就有人站你旁边等位置了，,1
烤羊棒要乘热吃，很香很爽，有绿林好汉，大口吃肉大口喝酒的感觉。莜面鱼鱼要的是菌菇汤的，味道很鲜，服务态度也很好，上菜迅速，我们在里边的小厅，挺安静的，比进门的大堂安静多了，装修的风格也很喜欢。每次去西贝都会吃得走不动。,1
记得有一年是开会，冬天，正好赶上下雪，雪中泡温泉，那个意境啊，真叫美啊……这里的温泉种类又多，但是估计有一两个就够了，关键享受那一时间的惬意与松弛啊……,1
同事聚餐选了这里，靠河边的大包间景色不错，但有1000元最低消费，还是选了普通包间。 香辣虾很好吃，连里面的辅料都很香。牛蛙也比较肥嫩。烟笋排骨也推荐一下，虽然里面看不到笋，但是排骨吃起来有笋干的味道，微辣，微甜，感觉比较适合南方人口味。还有一些不辣的菜也不错，巧嫂豆腐，鸡汤萝卜丝，凉拌莜面 水煮鱼是最后上的，感觉太麻了，我吃两块就受不了了，剩下爱吃麻辣的同事把它一扫而光 结帐用招行信用卡打9折,1
每到南京路必逛的，进去像是不要钱的，最中意的还是内衣之类的，质量好，穿着舒服。 LG的内衣、袜子全部这里搞定，然后摇粒绒的外套也是非常不错，周日特价都只有99，又收了。 这次是和弟弟、弟媳一起，结果弟弟评价，“已经无法阻挡这两个女人的购物欲了”，他也挺尽职的，拎包拎的很起劲，还不忘评价一番！！,1
"超级难停的一个地方啊,浦东南路的入口每次都要等很多时间. 有一次出来的时候正好前面坡道有辆车子熄火,结果启动一次溜一次坡,吓的大家全都退到下面,等他开出去了才敢上去.",0
还行…嘿嘿更喜欢海底捞…嘻嘻…喜欢四川仁…这家清淡些。也不错。羊肉挺好的。豆芽，豆腐。也还行。嘻嘻。适合口味清爽的哈,0
正如上面有朋友说的，平时不做饭或者没饭了就当食堂吃了。还算可以。一个星期前去了一次，感觉大不如前了，服务还好。只是菜量比以前少了，可能跟物价有关吧= =毕竟是老地方了，支持一下！,0
啊~ 味千嘛 好吃的实在没有什么 不过呢 有两个东西 绝对爱的！！！ 红豆冰 绝对是一绝~ 而且这家的量特别大 比如中山那家就不行~ 不过七浦路和五角场的百联都不错~ 比一茶一坐的好吃~~ 我喜欢味千的红豆冰啊！！！真的好吃！！！ 红豆很绵 不会腻 而且冰很绵~ 还有就是烧烤拼盘 喜欢 好吃~！,0
这家店真是吃不消，竟然会有那么多人排队。 前生就是一家面馆，可惜生意不太好。没想到稍后稍稍装修了一下，成为了一家蛮有特色的小店，里面的面也全都改朝换代，成了台湾小吃的风格，价格也很辣手滴，一碗面就要三、四十块钱。 面呢也确实好底，最主要汤底很鲜，服务也还算积极，里面的装修风格很喜欢，是花了一番心思的，总之偶尔来偿偿还是不错滴！,0
津乐园也是天津的老字号了，同学过生日的时候再那买过几次生日蛋糕，感觉还可以，就是有点腻，而且价钱也不便宜，不过对比一般蛋糕店还是不错的啦,1
很适合朋友下午茶的店，饮品和小吃挺不错，喜欢他家的梅子芒果绿茶和招牌豆腐！ 至于正餐就做得差些，没什么惊喜。二三十一份的价钱虽然不贵，但就总觉得不太值,0
有次快十点去的 不知道营业到几点 我们坐下之后陆续还有人来 点菜的时候 有的菜都没有了 点火腿的时候 把服务员问得清清的 是不是有我们要的那种 他说有 可是上来之后 无奈了 不是滴... 之后退了 上菜的速度还慢 菜也不好了 最后把几个点了的菜 和 肉类 都退了 吃了一点就走了 不知道我们之后来的人 是不是和我们一样 要什么没什么,0
呢间店服务态度超差，之前我地两个人去，明明成间野都无咩人，都要鬼咁恶规定我地坐两个人位置！ 野又唔好吃，珍珠奶茶是咁多间最难饮既！ 以后都唔会去再帮衬！,0
这家的位置非常好找，在高架上就能看见了。 连锁酒店给人的感觉比较卫生，所以亲戚来的时候就让他们住在离家最近的锦江之星里了。 标间，房间有点小，一个人住还可以。因为是紧挨着大马路的，所以比较吵。,0
头次吃带皮的牛蛙火锅口感不错就是牛蛙肉少·我估计我那锅里就一只牛蛙！挺辣的爱吃辣的人去那合适·我觉得辣的有点过了·!小料好像也是辣的不过锅里咸度就可以了不用小料了·总体感觉不错吃了上火·,1
觉得土豆汤还是他家的最好吃， 骨头煮的很烂，干白菜也很入味， 就是土豆太干了，需要弄碎后和汤一起吃 他家的辣白菜虽然是赠送的，但是味道比买的还要好吃 吃完土豆汤再吃个炒饭，炒饭的味道也很好 他家的米肠就太一般了，不建议尝试 24小时营业，随时可以去吃呢 上次去，还听说他家也送外卖，可以送到奥城那么远 不过还没叫过外卖，不知道味道和店里吃的一不一样,1
一个小包的沙发既然有2个口子，点歌的触屏操作满不方便，要不太迟钝要不反应太快 期间不时推销小吃就是推销会员卡，蛮无语 服务还不错,0
很好吃的蛋塔，经常买，原味的比较好吃，奶酪的一般，味道怪怪的…好多地方都有分店，还是比较方便的！！！,0
里面的动物确实挺多的，很多从前还没有见过，不过觉得他们也挺可怜的，这里不是他们生活的地方，他们应该回归大自然，到他们该去的地方去。,1
去过一次，感觉一般，只喝的花果茶味道还可以，靠窗有可以上网的桌子，但是有最低消费。灯光比较暗，人不是很多但东西不便宜。,0
哈哈！兄弟考串太不错了，哥几个经常去，她家考串没得说，她家砂锅没法吃。 羊肉串，肉头，鸡脆骨，腰子，再来瓶凉啤酒，每回都吃的倍儿好！ 喜欢吃砂锅的，就算了，烤串的话真的很不错强烈推荐,1
上次和爸妈，外公一起去吃一品粤珍 吃好么就开始淮海路上面兜兜 其实无这里倒是没怎么兜过 到长春食品商店感觉哈开心呀 东西多的类不得了，熟食也有，小吃零食也有，还有金华火腿 排队人最多么就是鲜肉月饼和新长发栗子 栗子都要20多一斤还有人排队来买~~~ 都是大户~~~ 别古这里的熟食的确生意很火啊~~~和对面光明村有的绝对呼应！,1
挺不错的家常菜馆 菜的味道不错 服务也挺好的 价钱也不贵 生意不错 去的话还是赶早 上菜速度挺快的 聚会可以去一下 总体来说挺满意的,1
服务态度差 服务态度差 服务态度差 服务态度差 没有那个专业开网店 就别开 什么叫实体店 不会再去 特意开车去的 没停车还好 一点不考虑顾客 小店牛什么牛,0
这里的酒吧环境一般般的，显得比较 嘈杂的，而且服务也一般般的，好冷的 感觉的，来这的人还是不少的，也许是 为了放松吧，价格小贵哦。,1
牛肉饭做的不错，牛肉很嫩，入口感觉很好。新出来的双拼，宫保鸡丁那个太辣了，有点吃不消。配菜的姜丝很好，很下饭。服务员有点木讷，服务不是太到位，还把单子搞错了。抹茶拿铁只有抹茶粉的味道，没有拿铁的味道，一般般。,0
上回陪我女友来这里吃过一次 这从外面看上去给人的感觉挺好的，但是真正的到了里面感觉就没什么了，反正不是我喜欢的风格 这个店给我的感觉就是一般般啊，吃的东西一般般，除了那个辣年糕的口味比较正以外，其他的我就不感觉有什么好吃的了 环境一般，服务态度也是一般般，上菜的速度有点慢 其余的就没什么了，价格还行啊，适中,0
上周去看网球大师赛地铁坐到莘庄，车站斜对面就是百盛，环境非常不错门口有个很大的HM，地下一层是吃饭的，都比较大众化不过选择余地很多。商品牌子也很齐全，非常好,1
爱死他家的胡椒猪肚鸡啦，价位比一般猪肚鸡要便宜，不过分量也比较小，中煲大概能供3人食用，味道还是挺不错的，冬天喝一碗胡椒猪肚鸡汤，寒冷都驱走啦,1
中午吃的每日套餐，很正宗的日本料理，料理人也是最少有两个是日本人。还有一名日本的服务先生，消费是比较贵的，但是物有所值。,1
老火炕 看名字便知它是家东北风味的餐馆 我是北方人自然喜欢东北菜啦 环境非常有特色 摆放着许多古旧物 什么小磨啦、爆米花的用具啦 车轱辘呀算盘子呀马嚼子呀…… 怪搞笑的 一进门就呢听见店家大声吆喝“咱家来戚啦” 紧接着当的一声钟声 有点像电视剧刘老根中情景 喜欢吃大铁锅乱炖 猪肉、鸡肉、野生蘑菇、土豆、辣椒、玉米 味道好着呢,1
现在哈尔滨的酸奶也越来越多了，毕竟新鲜制作的酸奶益生菌啥的都比超市的多很多，他们家面积不大，比较简单舒服的布置，原味酸奶味道也还不错，价格也不贵，不过还是比较喜欢加点白糖或者蜂蜜的酸奶.,0
据说是文艺青年最爱。 吃了好几年了，第一次实在不太习惯，感觉不会再来的。没想到现在已经变成解馋的好去处啦！ 由于老板特别的热情，饭菜确实的不错，那环境也就忍了吧。。。。。。 脆皮鱼，酸笋叉叉（仔肠牛腩之类的，看心情了），腐乳空心菜都是必点的 不过遗憾的是不久前和文艺青年一块去吃才被点了绿豆沙，震撼到了！ 文艺青年果然内行啊！虽然爱吃这家，但我真的不是文艺青年哈哈~,1
我们也算是慕名而去，吃过后发现原来酸汤鱼可以这么好吃~吼吼~小米渣喜欢的不得了，米豆腐也很好吃，环境在改善一下该有多好，服务再好一些多好~人很多~他家最好吃的还是酸汤鱼，吃口蘸过调料的鱼肉，喝口甜甜的米酒~好幸福哦~要是环境在好一些就完美了~,1
以前一直在这里消费都没要发票，上星期吃了一回向他们要发票，既然说没有，后来叫了他们经理出来竟然拿划过，还说要就要不要就没了。嚓！什么态度，这样对老客户，以后也别想再帮衬，而且发票的事情一定要打电话去税务局举报。以后各位要发票的记得了，这家给的发票都划过的。,0
领位比较神奇，把朋友定位的姓名登记错了，然后我先到的，报了姓名把我带到A位置上，接着朋友进来，报了定位号居然带到B位置上。事后我换了座位坐到朋友身边，领位员还有点推诿，觉得自己没有错。 烤肉总体一般，不好不坏，肯定没有釜山和韩膳宫好，烤盘特别容易粘。换了好几次。 南瓜粥有点稀薄。前菜的种类也比较一般。 服务还算可以，有求必应。就是有时候比较难叫人。 随便吃吃吧，下次决定还是光顾好一点的韩料店去。,0
刚回来，西安必游的，在小寨东路，大雁塔北广场往西。票凭身份证来领，可这队排到天边了 好在功课做得好，何家村的票20元，虽也排队，可人少的多，且何家村的收藏都是精品，值得看看。 展品就不多说了，就是个实物的历史教科书，悠久灿烂的文化。 另：团队、学生好多，暑假嘛，应该来看看的。,1
人太多！！！等位等了好久~~因为旁边还有很多饭馆的关系门口也不好停车~~大堂里很挤，桌子挨桌子的，所以太闹，说话得嚷嚷~~不过吃的东西味道还是可以的。,0
环境安静舒适，人不多，价钱的缘故？不清楚~~服务员很好，热情周到，但又不过分，让人感觉很舒服自在，而且有求必应，中途想吃孜然蘸料，她说没有，但是提出有酒店自己调的一种干料，并且主动拿给我们，让人感觉很贴心，味道还算不错，就是一般的烤肉，没什么很与众不同的地方，但也没什么可挑剔的吧，牛舌挺好的，对了，服务员还会主动建议不同的烤肉蘸哪一种酱料，哎，突然很无耻的感觉赠送的小菜比点的菜更好吃啊呵呵~~,1
毕业半年就开始怀念这里的菜了，每次想改善伙食了就会和同学来这里吃饭，到现在还是觉得这里的宫保鸡丁最好吃，而且有好多好多回忆……,1
本来说好去吃自助烧烤饿 居然放我鸽子 害我早饭就喝了一碗豆腐花 中午饿扁了 先吃碗面先！ 现炒浇头的比较贵 22块好像 鳝丝加虾仁面 鳝丝那叫个细啊 加了点醋全部吃完！ 并不是特别美味 主要是我太饿了。。 味道一般 炒浇头的师傅水平不咋地 适合老上海来吃吃,1
暑假在这里学的车，从服务到环境都是超级满意啊！教练人都超好~教的很专业。虽说贵，但是教的质量和速度都很有保证！不像我们同学去的有些著名驾校，考井盖六个过三个就算合格，丰顺对学员很负责的。交通方便，离市区最近的驾校了~~ 现在提起来还很怀念学车的日子，可好了~~ p.s：驾校门口斜对面有家饺子馆又便宜又好吃~~ 嘿嘿！果然我离不开吃。。。,1
都是冲着大悦城开业来凑热闹的，结果发现地下的美食城还没有装修好呢。 基本上还都是敞开式的就餐环境——就是和商场里楼梯间没有隔断。 大冬天的，那叫一个冷啊！因为有5折优惠，所以爆满，很多人在等位。 真希望商家装修好了再开业，就餐环境能够改善。,0
满干净的专柜，阿姨挺亲切的。 忍不住让我多买几个。 碰到活动的话，比较划算。 每2个10元还算划算的，一般都要6.7元一个呢。 最近点评团也有团购了，满划算的。 买给小孩子吃很划算。,1
物美价廉的一家火锅 但是现在也涨价不少 喜欢他家的抛饼 很好吃~酥酥甜甜的 冻豆腐口感细腻 鸳鸯火锅味道很正 每天人都很多 香菜好像要收费的 停车位不多 要早点来,1
和旁邊的巴蜀傳說是一家店，要是點炒菜什麽的話，還得從那邊端過來，火鍋感覺很好，小料是自選的，品種很多，肉質口感也不錯，還有魚滑啊什麽的，做得也都很好，平時趕上雨雪的週末屋子里熱熱鬧鬧的，熱氣騰騰的還是很有氣氛的，順便提一句在巴蜀傳說忘了說得豬豬奶皇包，真是又好看又好吃！贊！,1
要发票的时候被告知没有发票，只有收据， 小菜给的越来越少，加点可以，但是要加3快钱 鳗鱼炒饭不错，但是服务奇差，服务员拉着脸，讨厌死了,0
这家店通常是拿来和南门涮肉相比的，从肉质、环境基本和南门相当。价格还比南门涮肉便宜一些。可是它却远没有南门涮肉风光。看看原来在护城河沿的南门涮肉，现在已经遍布北京城，不到六点早就人满为患，仁和相比起来就寒酸了不少。虽然店面比从前扩大了一倍，饭点也基本能坐满，不过显然还是差了一筹。归根究底，是因为作料的缘故。他家比南门差的就是这一点，咸而不香，也许就是这一点决定了它只能屈居在李村这一块吧。,0
从外面看门面不大，可里面却细长，经营广味菜品。 煲仔饭还可以，但是由服务员拌饭，而不是由顾客自己拌，另外，饭的量太大，一个人吃不了，应建议他是否来点一人份的。,0
去了好多次，感觉虽然价格小贵，但是食材新鲜，个人比较爱好肉食。尤其喜欢他们家的带骨牛小排，雪花牛肉，蔬菜色拉和石锅拌饭。呵呵，朋友很勤劳，烤的很地道，基本我只管品味，赞的。,1
前阵子做活动得了两份麦记吃掉了。。。蛮好吃的，没有其他亲们讲的那么辣的感觉，还是可以的，哇嘎嘎。念念不忘的小甜筒啊。。,0
位于正科甲巷48号YY Sport 3楼。餐厅大约150个餐位，有4人卡座。菜式简单，以正餐为主。菜品口味还行，装盘一般。服务一流！亚米天阁的服务绝对是成都餐厅里数一数二的。一餐吃下来最喜欢的居然不是甜品，是前菜松露花香烩百菇。,0
可能是晚饭时间人太多，服务员忙不过来，坐下等了半天没人点单，面的汤味还是蛮鲜的，快餐吃吃还可以。指付通也不能用，收银员说接触不好。有一段时间不好用了。,0
以前都是买jj的衣服 自从这个店开业就都在这买了 衣服样子很不错 经常逛逛总能看到喜欢的 打折的衣服也可能找到不错的 但打折活动少,1
喜欢去他家，每次都买一大堆零食阿，谁让咱嘴嫌不住呢。里面的店员总是强行推销给你东西，有时候还没说要呢，就往你框里仍俩，说你尝尝吧，晕死，而且有时候她放进来的东西价格比你想要的要贵很多。。。打着进口食品的招牌，但是很多都是国产的啦。而且在有的卖外贸食品的地方比，这里买的要贵些。喜欢吃他家的金香腰果和杏仁，还有金牌芒果，比普通的要好吃。罐装糖也很喜欢，不过主要是喜欢罐子，糖都给别人分了。。。。,0
就在宾馆附近，所以最后的夜宵和早茶都是这里解决的，基本还是港式茶点，服务很热情，看上去像夫妻老婆店，很有TVB里面的感觉。虽然是路边的店，价钱不比其他茶餐厅便宜，但东西还是不错的，对菠萝油和烧卖皇印象非常深刻，烧卖皇的虾仁很q，菠萝油的起酥很赞而且很大只，非常有满足感。,1
和H&M差不多吧，都是服装超市，但是感觉相对要稍微便宜一点。人也挺少的，今天去的早，和同学好像两个人占领了整个超市的感觉。但是买衣服的时候要好好挑挑，有些东西感觉挂的时间长了，或者是试的次数多了，有些小瑕疵。,1
价格肯定不便宜，但一直都比较喜欢他家的出品，这次叫了烧味拼盘，一次过试到了碳烧牛颈肉、澳门烧肉、肥叉、脆皮猪手等这么多款真是不错，当然最喜欢的还是牛颈肉，真是很嫩口，很入味又咸淡正好。倒是招牌的葡挞好象没以前好吃了，香则香矣，但没有什么特别之处。 我们要了一个大包房，最低消费1280大元，不过如果作商务宴请环境是相当不错的，而且服务也挺周到。,1
口味是真的不咋滴，那个汤底几乎没有味道，所以涮什么下去都没味道，一定要点一个酱料。 但是它里面的食材看的出都很好，很新鲜，不过价格也不是一般的贵，和我男朋友两个人吃掉了200多，感觉还没吃到什么东西。菜上来都是很大份的，所以两个人吃不划算。 店面蛮小的，也不是特别干净，但是服务员很多，随叫随到。,0
早起，寻觅食物开始~ 热腾腾的，早饭就要温热些，不然哪有力抵抗寒冷的侵袭 汤圆店很小的格局，但很温馨 店主在烧，他儿子在帮忙收拾着 很糯很好吃，喜欢菜猪油馅的~ 一整天，有精神有动力啦！,1
也是在点评上看见这家店 特意去找LG的时候跑去尝一下 味道真的不错 饼有嚼头 肉也进味 鸡蛋煎得也刚好 价格方面也很实在 也刚好让我吃饱哈哈,1
小螃蟹还不错。基围虾等也还好。海鲜吃到底，还是这两样算比较喜欢的，其它都麻麻 并不是很大规模的海鲜楼，新鲜是新鲜的，街边酒楼，比较亲民 生意不错，据说在杭州都开了分店,0
一般都是早上去买早饭吃，偶尔去买生日蛋糕，这家的东西还是比较多，但是都不是很好吃，最郁闷的是早上本来就赶时间，买了东西叫他收钱都要等半天，等他把货整理了，催促他才理你,1
洋酒，绝对的假酒，洒了些在衣服上，第二天结了一层膜，可能是化工原料勾兑的，或者是工业酒精，喝死人啊，喝啤酒可能会好些。。,0
去年在这里败得金盏花水水，也是听别人说这是他家的明星产品，所以来凑个热闹，尝试一下。BA很热情的帮我解答皮肤问题，买了一瓶金盏花水水，回家用了些日子，觉得效果一般，可能这种护肤品因人而异吧。,1
客观地讲，品种不算丰富，没有巴黎贝甜那么让人眼花缭乱，但是品质是是实打实的好，面包口感很扎实，蛋糕也很细腻。非常推荐裸麦面包和乳酪面包！,1
那个芝士条超级好吃~！！！没过几天我妈就要帮我买一次，几分钟就可以吃完了！但是为了身材的考虑，现在吃的少了。。。不过味道还是很怀念啊~~~,1
这家的咖啡超级一般，买了一次就不想买第二次了 蛋糕面包也是一般吧，没有什么记忆点。 但是平常人还是比较多的，毕竟莲花路口就那一家不错的烘焙店了。。。 这家的提拉米苏也是一般吧，不差也不好，吃 了就忘了,0
去过几次，离家比较近，还办了张会员卡，音响效果不错，像我这种唱的不怎么样的，应该选好点的麦和音响，不然没个听，玩的很高兴,1
"鸳鸯锅底真的很麻很辣,味道很正宗,很有重庆的感觉,给的菜量也比较足,服务还可以,羊肉味道很不错,很嫩,切的也很薄,人不多,环境比较好,但是纸巾居然要花钱,不理解~~",0
口味很一般，连豪客来的一半都不如。服务很差！真的不建议再去吃。 晚餐说是打7.8折E美食卡打7.5折，吃完付账的时候才被告知不让刷卡，不开发票，只能付现金！ 很是气愤，吃之前没人告诉我们，后来付钱的时候服务员不让刷卡，态度还很差，说店里就这个规定。 牛排的口味也很一般，黑胡椒汁很辣，牛排很薄，不新鲜。喊半天服务员才来，所以不会早去第二次了.,0
去年六月底去石家庄，朋友带去吃过一次，可能是现在很少见烧碳的那种老式火锅了，所以感觉很不错，至于内容嘛，个人平时对火锅的喜好一般，无功无过，吃的其实就是氛围，不过听说这家在石家庄还是很出名的啦，呵呵,0
小店不大，价钱不贵，上菜很快，纯东北菜。这家深入小巷子之内，位于省高法北门对过。典型的小吃铺。菜做得味道不错，中午吃饭很多，有包房一间。人均不到50元，就可以吃得很好了。,0
餐厅坐落在戏楼胡同深处，不是很好找，但这也许是它的特色。 舒服的沙发坐和温暖的灯光，感觉到了南方小镇的某餐吧；如果觉得室内热，坐在院子里也是一个不错的选择，吹着小风，品着美食，喝着小酒，也使一大快事儿。 点了网友推荐的脆皮鱼，腐竹回锅肉，拔丝香芋，还有一些小炒。。。口味呢，以香辣为主，量不多，也许是因为是南方菜系，量小精致吧。 喜欢这的就餐环境，舒服的沙发，慵懒的音乐，适合情侣和朋友间聚餐，,0
下午不到四点到了到了这里，由于中午没有吃饭，就想点匹萨，结果都选好了，到前台得到的是冷冰冰&爱搭不理的答复：匹萨得五点半以后才有，现在所有的饭也几乎没有，只有面可以做。 呵呵。。。这就是态度吗？没有下次了！,0
以粤菜为准的餐馆，南昌还是不多见的。 海鲜挺贵的，而且不好吃，点的多宝鱼都没有怎么动。 烧鸭还不错，其他很一般。 环境好，交通和停车比较方便。,0
以前还觉得他们家的冰淇淋甜，现在吃吃到是还可以的。可能是习惯了他们家的味道把。 一直点暴风雪，奥利奥的口味，喜欢这里面的口感。 现在只是点个小杯就满足了，女孩子么多少还是要控制下的。 其他的倒是不太点。。。不过现在冰淇淋选择的余地也实在是很多。。。,1
没想到我随手打了一下，居然真的有。 我只阿花的烤鸭，有人说鸭翅好吃，反正我不觉得。 不过，烤鸭真的是很不错，是我的菜。 鸭子肉比较的软嫩，皮酥脆，卤香甜。 每次到了4五点钟门口队排得长长的，有几次去迟了居然还卖光了。 我恨恨恨恨！！！！！！！！！！,1
