sentence,label,dataset
这里来的不多，总共大概吃过2、3次。记得有次是在冬天，碰巧有个公司在里面办年终尾牙，还有节目表演呢。主要是这里环境稍微好点，不太嘈杂。,1,dianping
跟老爸老妈去吃的，不然我穷学生也是吃不起的，素炒鳝丝香脆可口，不油不腻，非常入口，宫保虾仁也烧有辣味，口味很正。好像还有个菜叫酒烧鹿筋还是什么的，相当入口即化，带有淡淡的酒香，不吃都醉了。服务员态度很好。,1,dianping
一个字，贵\n披萨馅料明显很少，都唔吃得出丰富的感觉\n饼底比必胜客要好，起码不会很油.....\n小吃嘛，没啥味道，但是半价推销的话，还是不错的选择,0,dianping
因为在家门口图方便去了两次，感觉一次不如一次！服务差，真的达到了：＂嘿嘿，你叫吧！叫破喉咙也没人来搭理你！＂菜的味道也不灵！失望！失望！,0,dianping
应该是新开的吧，现在没有发票，能打95折。\n点了菠萝油条虾 沙茶牛肉 三杯鸡 虾米丝瓜 台式炒面 三个饮料 270块\n味道都还不错，但是菜都有点咸~后来要了碗白饭。5块。。,1,dianping
每年老爷、姥姥过生日都会去那，最主要的是离家近，方便啊！就是价格有点贵，每次两桌都要1500左右，菜式比较一般，毛血旺很明显料不足，里面没什么东西了，几乎都是菜，当时姐姐一看就急了，把服务员找来说：“你们是不是吃完了才给端上来的啊！里面哪还有东西啊？”服务员又去换的。,0,dianping
朋友的家长来请我们吃的，一大桌子菜，还有个什么竹节虫，我没敢吃，看旁边那男生吃的起劲，我觉得那个玫瑰花瓣百合很好吃，推荐！,1,dianping
今天去小大洋，是一位南汇朋友带去的。生意很好，门口停满了车，不乏奔驰这样的高档车。饭店属于本地人私宅改造的，一楼是客厅，很是宽敞，门口还有本地农民在卖甜lusu、玉米等土产。整体环境比较一般，毕竟不是上档次的酒楼。正因如此，价格很是亲民。今天中午11个人吃了一顿，没有点酒水，就喝了点雪碧，菜肴蛮丰富，有蟹、蛏子、花蛤、土鸡等等，人均消费才40元不到，而且味道都蛮好，没有一个菜口味差的。虽然说味道不至于让人一见难忘，但是这个价格，确实算性价比很高，推荐推荐。,1,dianping
苏州博物馆的一部分\n是起居的地方，不能算很有特色，但戏台很夺人眼球\n还有就是周一不要去，博物馆休息不能看得（博物馆是免费的）,1,dianping
"因为亲戚来上海看世博,在网上订了这家宾馆,门厅满大的,很不错的酒店，地理位置也很好，设施装潢都很好。卫生干净，温馨舒适，环境安静，服务周到.",1,dianping
"周五的中午这边没什么人,不过依然剩一个小包是我们的~\n环境不错,冷气也很给劲儿手就没热过。\n服务生巨有礼貌。一盘子爆米花和一大壶苹果芬达也很噎人。\n开心的是日文歌非常丰富。英文歌再多些就完美了!!\n我就不再去别家了 哈哈",1,dianping
"上次吃了快乐柠檬的曲奇奶茶,觉得老好喝的,就点了这家的奥利奥奶茶,大失所望,非常难喝,珍珠还蛮Q的,关键是味道太淡了,放的是奥利奥粉,像在吃麦片一样的...不过服务生态度老好的~",0,dianping
近几年春节都来这里聚会\n先说饺子 味道是不容置疑的，品种很全，尤其是人多的时候，可以同时吃到很多口味，这是自己在家里很难实现的\n炒菜也不错，挺好的聚会的地方,1,dianping
吃了几次确实感觉是量大，味道嘛也还可以，中午找同学喝点啤酒来这边两个菜足矣，要是都是肉菜的话还可以打包，足够晚上俩人吃的。现在变成电子点餐了，反而觉得没以前痛快了，刚进门先拦着点菜。蜀香已经成了我们实验室聚餐的保留餐馆之一！关键是可以自带酒水，不过这样的话九折卡就用不了了。环境稍微差一些，因为厨房就在门口出，所以整个餐馆总弥漫着一种什么味道。不过如果好几天没沾油水又兜里没钱的同学来这边不错，上次有个香辣虾就一大堆而且不贵，可想这里的消费水平了。,0,dianping
各种烤肉我都挺喜欢，只是平时只给上一遍不太好，但我们班级聚会那次烤肉师傅后来又去问我们是否还要点什么，大家挺满意的。\n水果沙拉很多，酸奶也不错，我最开心了。（店家应该很高兴我这样吃自助以水果和酸奶为主食的，可是朋友们都批评我浪费钱……）\n披萨也不错，甜点感觉一般。\n服务员态度一般，冷冷的感觉。要纸巾很慢，桌子上垃圾多了没地方放叫服务员帮忙清理一下，也是爱理不理的，我们只好都把它们转移到旁边的空桌子上，服务员才收走了。\n喇叭不时广播让大家不要太吵闹，这种提示还是有必要的。,1,dianping
这里的环境不是很好，但是走到里面和外面的完全是不一样的，简直是天壤之别啊！里面的东西很有特点就连咖啡就是和别的不一样,1,dianping
湖南菜，确实设计的很有特色的一家店，从名字到店内环境到服务员装束都很东方红。店内设毛主席像，服务员统一穿老军装背绿书包。\n菜的口味不错，在外面一般吃不到的味道。个人觉得挺不错的一家店，菜色不是大众化的，比较有风味。\n可是服务态度真不咋样，貌似是大家的共识。,1,dianping
这次在扬州的早茶三春都尝了，感觉富春的人气明显赛过冶春和共和春。不过冶春的蒸饺真的不错，老妈边吃边表扬，强烈推荐！五丁包也不错。另外为了找到这家冶春我们在桥的两头来回折腾，原因是两家的门牌号都是10号，晕••••••,0,dianping
经常光顾的，昨天带女朋友还有她儿子一起去尝鲜。\n要了大闸蟹、基围虾、干贝粥\n螃蟹的蟹黄很多呀，嗲\n还点了其他4个菜\n3个大人1个小朋友 还打包回一盒粥\n埋单也就200多点点,1,dianping
做好功课去的，中午饭直奔这家，点了几个特色菜，椒盐皮皮虾，金门螺，海蛎煎，炒花蛤等。\n靠海东西自然新鲜，物美价廉。于是晚饭也决定在这家搞定，还特意让老板晚上去弄一只澳龙来吃吃。\n澳龙虽不大，但是也够我们一家四口吃的了。好东西都要清蒸，在上海从来没有吃过清蒸龙虾，肉好大一块，好结实。还有一条一斤半的海鱼，吃了真是太爽了。,1,dianping
吃过两次了，第一次是同学带着来吃，印象很深刻~味道很好，后来自己单独去了一次，量有点大，每次都吃不完~热乎乎适合冬日~ 中午去的时候有时需要等位，最爱吃酸豆角啦！酸笋也不错~ 猪脚是煎过的，不太烂，和想象的不一样~ 不过无肉不欢的我还是经常加一个的~ 还有一些进口小食品卖，价格比taobao略贵~有时会顺便带点芒果干和越南排糖给我老爸~,1,dianping
周末去的，人超级多啊，真的是排好久的队，搓澡就排了好久，真觉得搓的不怎么样，还一个劲的推销这推销那，好不容易洗完澡，去吃自助也排了好久，吃的一般水平吧，一定要自己带水，一瓶小的冰红茶就15，下次再去的话，自己带水就行了，其他都不用带，他那差不多都有,1,dianping
很喜欢久光百货超市，经常来这里购物，比较高档一点，所以给人的感觉比较贵。\n喜欢逛这里。而且又是高消费，去地下超市买点自己喜欢的食品，日系的东西很多。,1,dianping
感冒了，胃口奇好，昨天晚餐吃了2碗羊蹄汤，半只烧鹅，一盆菠菜，一碗酸辣菜，4根小香蕉，2只酷圣石冰菓。于是今天早上的现在的我发作了，躺在床上四肢酸痛不能行动，幸好脑袋没烧，用意念完成此篇。\n----------------------------------------------------------------\n一片薄鹅肝，奥巴马前脚刚走，只能证明北京的餐厅还是形式大于内容。横梁都是弯的，心里已经认为厨师长是中国人了，2块金枪鱼，可以看到大堂，那天外面冷了要死，有求必应。更没有西郊5号精致。服务很好，个人认为菜肴无论从原料选择还是烹制拿捏上来说，240元的前菜量少价贵，餐厅并不算大，回到酒店，也都差强人意，毫无惊喜。餐厅温度肯定不低于26度，然后要了碗龙虾南瓜汤和半份鹅肝意饭，一半靠着走廊。可是不如上海堡德佳纯粹，一下子又热的不行。在酒店二楼，不管是北京还是上海。只有一只生蚝，都是随意之作，匠人学样。我对瑞吉满失望的，吃口一般没意思。很多人推荐这里是最好的北京意大利餐厅，建筑风格有点地中海式，一问果然。我后脚就到了。\n----------------------------------------------------------------\n头疼，再睡会儿，，，，，,0,dianping
这家店就在家边上，那天路过的时候看到外面贴的海报上有很多特价菜，于是就和老婆进去试试\n菜名有点记不清了，一个鸡杂，一个手撕包菜，一个油爆虾，然后一人一罐瓦罐汤\n以前江西瓦罐汤喝得挺多，这家的也不错，鸡杂和手撕包菜很辣\n现在好像还供应夜宵了,1,dianping
muse 2算是在上海市中心人气比较高的酒吧，是几个朋友的夜店定点之一，在寸土寸金的淮海中路上，出行也很方便，消费档次较高，周末和朋友们在新天地吃过晚餐后过去很近，提前预定的楼上VIP，楼下爆满美女帅哥蛮多，当天太HI了，最后喝太多个个兄弟不敢醉驾打的回家；听说刘嘉玲是股东之一，总之仁者见仁智者见智，我还是比较喜欢~~~,1,dianping
送朋友的时候去的，味道不错\n面不是像泡面那种哦，好大一碗，牛肉也好大~~~\n还有配的酸菜很好吃呢\n打算这星期回家前再去吃一次，不错！,1,dianping
"购物环境较差,面积中等,人很多,适合周边住户购物,价钱高低不好说.\n停车位少,吃饭没好的,不过周边找找有正经餐厅,只是不在很近位置罢了.",0,dianping
拿破仑，奶油蛋卷，肉松类的是招牌产品\n能保留一些店面别改造就好了，全该成苹果花园也太雷同了，反倒没有原先自己的特色,1,dianping
洞庭街上，靠近车站路，有两家热干面馆，一为“胖嫂热干面”，另一家就是这“张嫂热干面”了。“胖嫂热干面”登了报，可谓小有名气，“张嫂热干面”则是家普通的小店。\n猫子的食文中，特意指出被报道者为“胖嫂”而非“张嫂”。我到“胖嫂”家尝过，无奈并未尝到猫子所说之独特口味的热干面，为何？时间不对乎？\n还是到“张嫂”家去尝过两次。\n“张嫂热干面”堪称武汉最小之热干面馆子了，就一个门洞，挨墙并排三张桌子，凳子五六把，坐下来，后背就离墙不远了，头顶的电扇摇头摆尾地吹着，免去夏日出汗之苦，靠门口是操作台，盛面条米粉的框子、各种调料器皿都罗列其上，煤炉上一口锅，下面、烫粉都在其中了，门外放一炉子，一大盆红油麻辣烫在上面咕嘟着，无非是蓑衣干子、五香豆干、鸡蛋、海带、腊肠之类，看起来还不错的模样。\n看得出，照顾生意的主要是邻里和的士司机了，“张嫂”胳膊上绑一毛巾，偶尔叼着烟卷，拖着发福的身体干练地下面、烫粉、拣干子，那情景让我想起《功夫》里会狮吼功的那位高手。来的多是熟客，有的来了，都不用点，“张嫂”就知道他要什么，也就那么几种嘛。“张嫂”边忙活边操着汉腔跟顾客聊上几句。晚上时，的士司机来此，车子就在门口两侧停着，在门外找把凳子作小桌，再拉把矮凳坐下。\n“张嫂”家的热干面，面条稍粗，软硬适度，芝麻酱给得不少，却也并无扑鼻的香气，拌开来吃，一般而已；蓑衣干子和五香豆干都是8毛一块儿，一块五两个，蓑衣干子是拿到划过的，以便入味，皮韧里软，褐色的五香豆干，压得结实，更有咀嚼的快感，汤里味重，吃起来都很有味道，挺香。\n后来，早晨路过，怎么“胖嫂”和“张嫂”都是挺晚才开门，不远处的早点摊子倒是生意兴隆，难道他们已有协定，“胖嫂”和“张嫂”家只作午后的生意？,0,dianping
团购的龙虾。要了两种口味，十三香和麻辣味。十三香的有点儿咸，麻辣味的没啥感觉，既没感觉到麻，也没感觉到辣。山楂汁一开始喝起来感觉很酸，喝开了觉得味道还是不错的~店里的装修还可以，但是很嘈杂~,0,dianping
就记住了那寡淡颜色，一点儿不放糖的红烧肉了，是不是东北人就吃这样的啊？\n反正作为上海人，实在是吃不下去了~\n他们家每天都会有特价菜，可以点来吃吃~\n口味挺一般的，环境也不好，夏天的时候空调也不舍得开……,0,dianping
哎呀，本来想去黄记煌的结果没啦，就来附近的这吃饭了。\n朋友共四个，看好几遍菜单都不知道点什么，挺不值的都，而且居然没有家常菜，真是服了。\n要的特价酸豆角，一个烤鱼一个春卷一个糯米滋一个什么土家鸡。酸豆角还可以，烤鱼有点小，春卷就三个，糯米滋和自助的一样，土家鸡还不错。\n总之不值就是，吃饭的时候就觉得小腿痒痒的，也没太在意，回家换衣服的时候裤腿了爬出来只蟑螂，我摸着良心没有诬陷你们，但是吃完饭我直接走了10分钟回家的，哪也没去。\n以后肯定不会再去了。,0,dianping
离家比较近，刚开的时候去买过雪梅娘和芒果布甸，味道不错，不过价钱也不便宜，昨天特别想吃红豆沙，又去光顾了，看到他们是将冰箱里的红豆沙装到塑料小碗里然后再放入微波炉加热的，就有点。。。。。。，吃下来的感觉就是不是很甜，但很稀，如果也能像甜蜜蜜一样厚就好了。量也很少。,0,dianping
"如果我没有记错这难道是做粤菜的餐厅？\n要的一些粤式点心。\n做的实在是让人失望。甚至不如一些港式茶餐厅，但是价格却贵了去了。\n无论是外观还是味道，以及价格，都让人失望。\n甜品要的杏仁汤圆。汤圆就俩。皮那个厚，芯还是硬的。无语。\n环境走的是现在流行的新派中式风格，四合院里摆了几个文艺气息的当代或仿古的小品雕塑，墙上挂着人物油画。大厅里空荡荡的没有几桌客人。5,6个服务员服务两桌客人。\n商业营销肯定是面向商务宴请，49会所是还采取会员营销策略，少则充个3万5万，多则几十万不等。\n唉。。。。。",0,dianping
岛城的第一家DQ了，差不多全部品种都吃了个遍，最爱还是暴风雪+奥立奥饼干，很长时间过后还能倒杯不洒。\n核桃的，蓝莓的，提拉米速的也都不错。,1,dianping
美团团的98元4人套餐：2斤半的泡椒牛蛙火锅+羊肉+蔬菜拼盘+包心丸子+香炸酥肉+红糖冰粉2份+火锅切面+滋粑海椒4份+酸梅汤1扎。店面不大，典型写字楼底商快餐店样子，周末时候人不会很多，简单清爽。\n最早关注到巴食可是重庆MM小菊仙说他家有靠谱的酸辣粉，这回虽没吃酸辣粉，但每回馋辣的吃我总是选牛蛙（笑），这点儿爱好估计粉丝们也早发现了。选锅底时为到底是香辣和泡椒犹豫了下，其实到现在我也不知道选香辣的会不会更好味。牛蛙2斤半是真没少给，跟随后不久吃的三味缘的牛蛙锅比起来绝对有2倍多。作为一个北方人，对于豆花我一直没什么爱，也吃不出好来，口感比较像东北水豆腐，泡椒火锅这样的吃法其实只能烫熟，没有入什么特别的味道。总的来说会觉得越吃越辣但不会太油腻，实在辣的很不妨就吃两口红糖冰粉，确实很能缓解，口感又甜润起来。\n这一单配的羊肉、丸子和切面基本都浪费掉了，其实搞团购也不是一定要最低折扣，凑些乱七八糟不搭调的菜品来提高原价总值的做法还不如实打实的选经典菜，优惠幅度略小些我觉得大家也完全能接受。既然并非大生意酒楼，不妨学习日韩那些只做一两样经典吃食的传承老店，成为同类菜品的无可替代才是长久经营之道呀。香炸酥肉倒确实是他家的招牌之一，上桌时趁热单吃或在火锅里涮涮都很美味，推荐推荐。估计他家辣子鸡和蒜香排骨之类的也能不错，做法类似嘛。,1,dianping
糕点做得很精致，不象别的蛋糕店一进去特别呛鼻，每次去都会买一些，那的奶油不腻。味道不错，买的人也不少，每次都要排长队。,1,dianping
记得上次 吃的面，腰花 皮肚加了大肠，南京就爱吃大肠。感觉味道 还可，就是腰花 不好吃。\n几天，又去一下，不知道为什么，口味质量无法 保持，一个字，难吃。 面条这么简单的 都做不好，没有统一的质量标准，哎，老板不思进取啊。\n皮肚，无法入口。六鲜的猪肝，木耳，等，反正一个字，难吃。\n剩下 半碗 走了。\n不会再来了。\n看来 吃来吃去，还是洪公祠的 寡妇面 耐吃啊。,0,dianping
其实在满记吃过的东西一直不多\n因为每次都是吃得饱饱的开始逛街\n于是就都吃不下\n但是心里一直长草啊长草\n虽然价格蛮贵\n但是偶尔吃一次就该选满记\n新中关这里人特别多\n店又小\n实在不适合久坐,1,dianping
装修非常特色，古色古香啊，就是服务不算特别好吧\n黄鱼煨面和虾仁煨面真是不错的说\n比起特意去苏州吃苏式面，我建议大家还是上海吃吧，苏州比上海贵，还不好吃,1,dianping
蚝烙 好掂！够脆，生蚝够新鲜又大粒~牛筋丸牛肉丸都唔错，环境就麻麻~不过D耶好食就无所谓喇。海鲜粥未食，因为得两个人去食唔晒，见到隔离台上海鲜粥，好大一煲料好足！青菜就油小小,1,dianping
下雨天，我隐约记得有这么个地方，可是走来走去一直没发现\n后来中午吃饱了又去找终于找到，后悔中午应该少吃点的\n里面的东西蛮丰富的\n肉串啊，菠萝饭啊，粥啊什么的都有\n人也不少\n这次为了赶火车错过了，下次一定要来吃一回！,0,dianping
去过两次，真的挺好的 ，环境部错，味道要看你点什么菜，我觉得他们家海鲜一类的面饭都有点腥，没弄好。价格挺实惠的 。适合我们这种大学生,1,dianping
说是24小时的店，我住这家店斜对面的小区，打电话去想要外卖，店里的小姑娘居然连斜对面的门牌号都不知道，跟她说了半天后，小姑娘总算说知道了，但告诉我她们外卖的人不在，不送！这不是耍我麽。我家离这家店公交车一站路都不到的距离。要说没人送一开始就说。在跟我长时间通话并弄清楚地址后却告诉我不送。如果连一站路都不到的距离都嫌远，还做什么生意。,0,dianping
听说这是用于专业训练的场馆，而且离家也很近，所以会和朋友经常去，场馆水质不错，很软，不过人还是有点多，但基本上不影响游泳的感觉，不错,1,dianping
同事结婚照就在此拍摄的，之前有看过好几家。\n最后因为朋友的关系定在了这里。\n选了森林公园和碧云社区二个外景点。\n出来的效果很漂亮。,0,dianping
绿色、白色，很清爽的格调～餐具都有餐厅自家的logo，感觉很统一～\n新旺太吵闹，吃好以后特地想找个清静的地儿聊天，所以选择了这里，喝个茶吃个甜点。\n菜单上的点心看上去都很诱人，可惜实在吃不下了，留着下次尝试。\n就点了抹茶布丁而言，做的还是蛮到位的，布丁上面还盖了一层厚厚的红豆，使口感更为丰富了～\n不错的小餐厅。,1,dianping
不听我的就不跟你“和谐”的京客隆\n2010年11月22日上午10点50分，我到京客隆西单店购买猪肉1150千克，当时售货的一个女售货员找各种借口，拒绝把我买的肉切成燉肉块。\n我只好找到服务台，一个自称叫李志梅的领班长（该人的工作证是空白的），带我回到售肉柜台，又能切了。我问李志梅以后想切肉是不是还要看售货员的脸色？李志梅答复售肉组人少，可当时就有三四个售肉的人在场，我因为常去买肉，已经认识了，并不包括李志梅所指的旁边卖鸡蛋的售货员。李志梅还说，那个拒绝为我切肉的女售货员要去订货不然明天就没肉卖了。可是这么长时间这个女售货员并没有走，而是依然在那里售货。\n最后李志梅告诉我，在京客隆的服务项目里，有代客剁排骨、切腰花，可没有写应该切肉。让我理解。\n说来说去，顾客要在京客隆享受到应得的服务，还是要看你们售货员的脸色。你们想干就干，不想干就可以不干；顾客说就不干，自己的人说就可以干。居然说切腰花就可以，切猪肉就不可以，这是不是京客隆独创的服务项目？这样的服务项目不仅走遍中国是独一份，就是放眼世界也是独一份！看来京客隆就是凭借着这样的服务项目，荣获了“2010中国零售创新奖” 。\n另一个领班长史跃文也在旁边帮腔，让我先把肉交了钱再给我切。这不仅和我以前在京客隆买肉的程序不同，也没有哪个超市会让顾客交完钱后，再跟保安员说把肉拿进去再切的。\n顾客提出了这么简单的意见，京客隆的工作人员不是认真诚恳地解决，而是各个部门串通在一起，用这种滑天下之大稽的借口愚弄顾客，推卸责任。由此完全可以看出，京客隆不但没有把顾客当作上帝，而是当作了不具备正常智力的傻瓜。我想怎么干就怎么干，听我的那就“万事和谐”，不听我的气死也没用！你们也不想想，小到一个超市，大到建立一个国家，它的目的和用处究竟是什么？究竟是要为谁服务的？不然我们为什么组成这个国家、参与这个国家？你们把人民当傻子，为所欲为，还想欺骗主人，无论如何都要和你们这些本该是服务人员的人“和谐”，还能长久的了吗？\n                                                  2010年11月22日,0,dianping
"很早以前还来这里种过树呢.后来就很久没来.春节的时候有庙会.\n 有一年是春节来到这里,感觉很脏,有一些卖小吃的,还不如市区的好吃,价钱还挺贵的.不过种的树倒是长大了.",0,dianping
昨天晚上嘴馋，去买了鸭舌头吃，这里的鸭舌头实在是太好吃了！每次都打耳光也不肯放。\n昨天去买的时候只有一点点了，都浸在油里，有一点可怕，称了大概10个左右的鸭舌，就要15块，贵哦！,1,dianping
最近一直在为自己的发型发愁，不知道自己要做什么样的发型，自己的头发本来就是自来卷的，做发型真的很郁闷的说，后来还是在网上搜索到家评价不错的店呢，约上几个小姐妹一起去的，说了自己想要的发型。发型师看看我的头发建议我换成中分的，我本来还真觉得中分如果分在我头上会不会很别扭呢，很奇怪，嘿嘿没想到做好后，这个中分绝对是我的点晴之笔，脸整个蛮得有型多了，线条也好看多了，装修不错，发型师也蛮有经验的说！这次发型真的是很满意的，不过价格相比其它家可不低哦呵呵！,1,dianping
我吃过的最贵的一家火锅店，虽然不是自己买单，但是还是有被宰了的感觉，整个过程除了那个火锅给我很新鲜的，其它的我都不敢恭维。点的肉非常贵，味道一般般，味碟要8元，比傣妹的肥牛卷还价高。就是汤底让人放心，应该不是地沟油做的，服务员的态度那是一个冷，感觉吃不到对应价位的服务，最后一算，差不多人均一百，还不如吃自助餐划算。,0,dianping
很喜欢的一家店，一直能路过就会买的说～\n最喜欢凯撒大帝，料很多，搭配在一起灰常不错，尤其要趁热吃\n芝士球也还行，味道醇厚，照烧小丸子也喜欢，配上巧克力双拼食欲大开啊\n原来有一款巧克力蛋糕非常正宗，但后来没有了，可惜\n海岩咖啡也不错，咸咸甜甜的组合冲击味觉，要半糖哦，会更好喝\n其他面包还可以吧，对了，还有泡芙·～里面的奶油很正宗，不腻，尤其是冰镇后的，凉凉的美味啊\n最近新出的草莓系列对于我稍微有些甜，但也很喜欢草莓香甜的味道\n什么时候在南城这边开一家呢，那样估计我会天天光顾的～～\n不过这家店只能支付现金哦，好几次忘记了,1,dianping
这家店据介绍是西班牙的第一品牌咖啡，有百年的历史了，拥有很多的连锁店。\n在南山路的店，环境都很不错，西湖边，是得天独厚的优势。\n室外的位置坐坐挺舒服的，吹吹自然风，空气也好。\n店内的装修风格应该是满有西班牙的味道的。\n店内摆有很多款式的咖啡机，杯子，都是可以出售的。\n点了牙买加卡布基诺，奶泡很漂亮，味道也不错。\n法国卡布基诺，上面是奶油，醇香的，喜欢。\n还点了三明治和一个什么饭\n味道都中规中矩的，还过得去。\n咖啡店嘛，主要还是去感受一下那里的环境氛围。,1,dianping
牛排的量不多，巴掌大的一块，但是看看隔壁一桌的还行，\n速度挺慢的，其他后来的菜都上齐了，\n我们这桌只上了奶油汤，\n闻着挺甜的，喝上去一点味道都没\n只能说一般般,0,dianping
这家烧烤是我去过的最差的一家了，首先说环境，由于在顶层吧！非常的热，而且还有很多桌是要脱鞋坐下的，味道可想而知。。。。。其次就是服务，服务员永远是一脸水，没有什么表情，爱答不理的。最后是菜品，实在对不起这个价位，比金汉斯差远了，要什么没什么，拿个虾还得排队。肉都不新鲜了，水果切得乱七八糟，饮料兑水严重，蛋糕甜的让人不得不怀疑是不是放了糖精。总之下次再也不来了！,0,dianping
早早定了位置 就是冲着彭于晏去哒\n和鹿港小镇差不多额 蚵仔煎不错 三杯鸡做的没有鹿港的好吃\n培根高丽菜 牛腩牛筋煲赞一个 菜圃蛋也还行的 芒果沙冰没有鹿港的好吃哦\n价格和鹿港差不多,1,dianping
去过几次，感觉还行，菜的味道很好，很适合我自己哦，环境有点优雅，菜的品种蛮多是倒是 ，好久没去了，\n看看这个周末有没时间去,1,dianping
南京路步行街一圈逛下来，好多的老字号里面人头攒动，过年了，老上海人还是愿意把钱花在信得过的老店上头。一家家老字号也勾起了我童年的回忆。\n看到第一食品商店，三阳南货，新老大房门口都有买刘二贡栗，买的人还挺多的，于是我心动了。\n18.8一斤，我买了10块钱，因为栗子是那种很小的，10块钱也够多了。\n栗子很糯，很香，味道挺不错！,1,dianping
很喜欢的一家海鲜餐馆。价格实惠，种类多样，免费停车都挺不错的。比较喜欢这家海鲜的川式做法，让人有耳目一新的感觉。特价菜还是比较多的，白灼虾、蒜蓉扇贝，海胆蒸蛋是必点，鱼味道做得一般，里面的川菜就不要点了，有点贵而且不好吃，建议大家只点海鲜就行了。,1,dianping
他们家门口现在在修路，停车没地，不过不影响正常吃饭。大厅内部装修还行，桌上的小玩意有云南风情，跟朋友开玩笑说走的时候问卖不卖，结果走的时候忘了……\n记得吃了菠萝饭、考罗非鱼、香巴拉牛肉干、香竹饭……菠萝饭没有金孔雀的菠萝粒多，但味道还行。考罗非鱼不错，我喜欢。牛肉干很脆，用当地的秘制方法做的，很好吃但是量少点。香竹饭一般，个人感觉还是菠萝饭好吃点~,0,dianping
价格：团购的票，21.6/成人，因为带小孩（105cm），所以又买了一张10元的3D电影票（后来想想我俩一个人带小孩看就可以了，小孩可以用团购大人的票看，根本不需要花钱。）其实博物馆应该不收费才好，才能普及科学。\n馆藏：不太大，关于恐龙的不太多，有几个地方，比如葫芦洞，黑乎乎的没开灯，里面的展品都看不见，有一排看图猜标本的机器，指示不明确，要有说明就好了，馆藏还算好，也很有系统，不过看不太懂，不觉得有意思，纯走马观花。\n3D电影：前面解说内容枯燥，声音太小，正片趣味性一般，跟南京科技馆的比起来差一点。放完后，有不少人不走在里面再看一场，也没有人管。\n交通：坐地铁或公交都不太方便，需要走很久的路。附近除了鸡鸣寺的素菜馆就没有餐饮，也很不方便。,1,dianping
早就心念念地要到思南公馆一探究竟。终于得机会逛了一圈。洋房很大气，比新天地的布局更好，更大气。但感觉都是餐馆，以后要人气爆棚，还是有点困难。\n这家甜品店市口号，从外望去，环境也好。只是东西实在一般。选了五个MACARON，芝士蛋糕，这甜品师得水平也太对不起这价格了。以后还是去后面的COSTA COFFEE小憩吧。,0,dianping
欧洲式的古堡建筑是在八大关内的一座著名建筑，是1931年建造的，人流量越来越多 特别是很多拍摄婚纱照的新人们青睐的地方,1,dianping
肚子超饿，两个人点了很多。叉烧拼油鸡大份的双拼，叉烧很好吃，\n肥瘦相交~赞！油鸡也不错，给的部位很好，都是腿和鸡翅的部分~\n卤水双拼，大肠拼鸭肾~底下铺了层卤花生，喜欢~甜甜的，好满足！\n老公点了净云吞，卖相不行，口感到还可以~不过和珠海机场大家乐\n的虾肉云吞相比还差了点。我点了招牌的一哥猪扒饭，送了罗宋汤。\n饭的卖相不错，中西结合，放了番茄菠萝洋葱豌豆，很下饭，2块\n猪排也很管饱~和老公一起SHARE了~\n最后甜品，蜂蜜厚多士~有个冰激凌球，配上炼乳，和焦糖蜂蜜~\n完美~最后刮发票，中了100元~挖哈哈哈，爽歪歪~,1,dianping
鱼头非常好味。加的鱼面，鱼面不劲道，而且型也不太好看，老断节，味道还可以。\n豌豆凉粉调料特别好吃，真想拿来拌面条，嘿嘿，但是凉粉像是粉皮（凉粉表面那些个），有点干，不是很好。,1,dianping
永远的那么“人山人海”，从没有过清净的时候。apple的东西果然是有无穷的魔力啊。工作人员态度在尽量的和蔼但是看得出来已经到不耐烦的极限了，谁让人气太旺呢。,0,dianping
这家一直在推荐榜上，所以一直想去买来吃看看。甜品的造型都做的很好看，价格偏贵，最后吃下来感觉不是我的菜，太甜太腻了。比较适合配着红茶和黑咖啡，不然真吃不下去。,0,dianping
"在星美看电影后找吃的,看到了这家,看餐厅装饰感觉是茶餐厅类型的,在门口翻了翻菜单,不少菜系都有,价钱也不贵,遂进去吃了\n菜品还都分会员价和非会员价\n味道还不错,随便吃吃,价格合适",0,dianping
好像赶上一回番茄汁特价~12？？记不清了~\n很惊艳~味道不错！他家用的小番茄味道很浓郁又不酸！好喝极了！！！买完了要赶车，等我到了车站就喝光了！嘻嘻~下次还要买！！不喜欢喝奶茶~所以去哪都买果蔬汁，茶饮料之类的~这家值得去~,1,dianping
去宜山路的时候路过这家\n可能因为时间比较早，刚开张的样子\n有店员捧着刚做好的饮品出来给路人试饮\n好像是奇异果什么的，具体名字忘了\n味道不是很合我意\n这家店的样子到是满可爱的，尤其是店招的那兔子,0,dianping
去年生日的午餐是在这里吃的，口味没的说，挺不错的，就是环境有点差强人意，身处高楼，外面的世界没有任何美感可言，冬季的北方真的没什么好看的，此外餐厅的玻璃太脏了。看起来真不舒服。以后没再去过。,0,dianping
第一次来，估计以后会经常光顾了，老北京菜做得不错呢\n名字叫爆肚于，肯定要点爆肚啦，非常不错\n焦溜丸子，干锅肥肠，鱼香茄条，都非常好吃啊\n拉皮也不错\n吃到最后，看见墙上挂着炸酱面的照片，想吃了，因为已经吃饱了，很纠结，最后还是点了，也还不错\n估计这两天还得去，看见火锅也不错，铜锅哒,1,dianping
